출발지,도착지,총이동인원수
경기도 하남시,경상남도 남해군,4
경기도 하남시,경상남도 밀양시,8
경기도 하남시,경상남도 사천시,7
경기도 하남시,경상남도 양산시,26
경기도 하남시,경상남도 의령군,1
경기도 하남시,경상남도 진주시,34
경기도 하남시,경상남도 창녕군,2
경기도 하남시,경상남도 창원시,71
경기도 하남시,경상남도 통영시,10
경기도 하남시,경상남도 하동군,5
경기도 하남시,경상남도 함안군,6
경기도 하남시,경상남도 함양군,4
경기도 하남시,경상남도 합천군,1
경기도 하남시,경상북도 경산시,39
경기도 하남시,경상북도 경주시,21
경기도 하남시,경상북도 고령군,1
경기도 하남시,경상북도 구미시,41
경기도 하남시,경상북도 김천시,24
경기도 하남시,경상북도 문경시,26
경기도 하남시,경상북도 봉화군,6
경기도 하남시,경상북도 상주시,17
경기도 하남시,경상북도 성주군,2
경기도 하남시,경상북도 안동시,34
경기도 하남시,경상북도 영덕군,9
경기도 하남시,경상북도 영양군,3
경기도 하남시,경상북도 영주시,19
경기도 하남시,경상북도 영천시,7
경기도 하남시,경상북도 예천군,8
경기도 하남시,경상북도 울릉군,3
경기도 하남시,경상북도 울진군,5
경기도 하남시,경상북도 의성군,4
경기도 하남시,경상북도 청도군,5
경기도 하남시,경상북도 청송군,7
경기도 하남시,경상북도 칠곡군,12
경기도 하남시,경상북도 포항시,47
경기도 하남시,광주광역시,135
경기도 하남시,대구광역시,198
경기도 하남시,대전광역시,267
경기도 하남시,부산광역시,301
경기도 하남시,서울특별시,12353
경기도 하남시,세종특별자치시,167
경기도 하남시,울산광역시,83
경기도 하남시,인천광역시,994
경기도 하남시,전라남도 강진군,6
경기도 하남시,전라남도 고흥군,7
경기도 하남시,전라남도 곡성군,1
경기도 하남시,전라남도 광양시,25
경기도 하남시,전라남도 구례군,7
경기도 하남시,전라남도 나주시,27
경기도 하남시,전라남도 담양군,4
경기도 하남시,전라남도 목포시,25
경기도 하남시,전라남도 무안군,17
경기도 하남시,전라남도 보성군,2
경기도 하남시,전라남도 순천시,36
경기도 하남시,전라남도 신안군,6
경기도 하남시,전라남도 여수시,26
경기도 하남시,전라남도 영광군,10
경기도 하남시,전라남도 영암군,8
경기도 하남시,전라남도 완도군,9
경기도 하남시,전라남도 장성군,3
경기도 하남시,전라남도 장흥군,7
경기도 하남시,전라남도 진도군,2
경기도 하남시,전라남도 함평군,2
경기도 하남시,전라남도 해남군,4
경기도 하남시,전라남도 화순군,8
경기도 하남시,전북특별자치도 고창군,15
경기도 하남시,전북특별자치도 군산시,38
경기도 하남시,전북특별자치도 김제시,8
경기도 하남시,전북특별자치도 남원시,11
경기도 하남시,전북특별자치도 무주군,9
경기도 하남시,전북특별자치도 부안군,10
경기도 하남시,전북특별자치도 순창군,12
경기도 하남시,전북특별자치도 완주군,19
경기도 하남시,전북특별자치도 익산시,39
경기도 하남시,전북특별자치도 임실군,1
경기도 하남시,전북특별자치도 장수군,3
경기도 하남시,전북특별자치도 전주시,73
경기도 하남시,전북특별자치도 정읍시,19
경기도 하남시,전북특별자치도 진안군,4
경기도 하남시,제주특별자치도 서귀포시,85
경기도 하남시,제주특별자치도 제주시,119
경기도 하남시,충청남도 계룡시,24
경기도 하남시,충청남도 공주시,25
경기도 하남시,충청남도 금산군,17
경기도 하남시,충청남도 논산시,25
경기도 하남시,충청남도 당진시,43
경기도 하남시,충청남도 보령시,18
경기도 하남시,충청남도 부여군,8
경기도 하남시,충청남도 서산시,43
경기도 하남시,충청남도 서천군,3
경기도 하남시,충청남도 아산시,94
경기도 하남시,충청남도 예산군,21
경기도 하남시,충청남도 천안시,199
경기도 하남시,충청남도 청양군,3
경기도 하남시,충청남도 태안군,24
경기도 하남시,충청남도 홍성군,24
경기도 하남시,충청북도 괴산군,19
경기도 하남시,충청북도 단양군,8
경기도 하남시,충청북도 보은군,7
경기도 하남시,충청북도 영동군,7
경기도 하남시,충청북도 옥천군,8
경기도 하남시,충청북도 음성군,52
경기도 하남시,충청북도 제천시,66
경기도 하남시,충청북도 증평군,13
경기도 하남시,충청북도 진천군,23
경기도 하남시,충청북도 청주시,202
경기도 하남시,충청북도 충주시,78
경기도 화성시,강원특별자치도 강릉시,164
경기도 화성시,강원특별자치도 고성군,29
경기도 화성시,강원특별자치도 동해시,64
경기도 화성시,강원특별자치도 삼척시,55
경기도 화성시,강원특별자치도 속초시,73
경기도 화성시,강원특별자치도 양구군,17
경기도 화성시,강원특별자치도 양양군,32
경기도 화성시,강원특별자치도 영월군,47
경기도 화성시,강원특별자치도 원주시,363
경기도 화성시,강원특별자치도 인제군,41
경기도 화성시,강원특별자치도 정선군,41
경기도 화성시,강원특별자치도 철원군,28
경기도 화성시,강원특별자치도 춘천시,214
경기도 화성시,강원특별자치도 태백시,18
경기도 화성시,강원특별자치도 평창군,61
경기도 화성시,강원특별자치도 홍천군,63
경기도 화성시,강원특별자치도 화천군,28
경기도 화성시,강원특별자치도 횡성군,79
경기도 화성시,경기도 가평군,67
경기도 화성시,경기도 고양시,807
경기도 화성시,경기도 과천시,342
경기도 화성시,경기도 광명시,331
경기도 화성시,경기도 광주시,595
경기도 화성시,경기도 구리시,133
경기도 화성시,경기도 군포시,622
경기도 화성시,경기도 김포시,431
경기도 화성시,경기도 남양주시,481
경기도 화성시,경기도 동두천시,58
경기도 화성시,경기도 부천시,592
경기도 화성시,경기도 성남시,1838
경기도 화성시,경기도 수원시,9550
경기도 화성시,경기도 시흥시,1134
경기도 화성시,경기도 안산시,2830
경기도 화성시,경기도 안성시,923
경기도 화성시,경기도 안양시,1376
경기도 화성시,경기도 양주시,302
경기도 화성시,경기도 양평군,180
경기도 화성시,경기도 여주시,239
경기도 화성시,경기도 연천군,45
경기도 화성시,경기도 오산시,7444
경기도 화성시,경기도 용인시,5094
경기도 화성시,경기도 의왕시,350
경기도 화성시,경기도 의정부시,262
경기도 화성시,경기도 이천시,427
경기도 화성시,경기도 파주시,455
경기도 화성시,경기도 평택시,4159
경기도 화성시,경기도 포천시,121
경기도 화성시,경기도 하남시,349
경기도 화성시,경상남도 거제시,95
경기도 화성시,경상남도 거창군,29
경기도 화성시,경상남도 고성군,9
경기도 화성시,경상남도 김해시,141
경기도 화성시,경상남도 남해군,20
경기도 화성시,경상남도 밀양시,23
경기도 화성시,경상남도 사천시,41
경기도 화성시,경상남도 산청군,6
경기도 화성시,경상남도 양산시,110
경기도 화성시,경상남도 의령군,1
경기도 화성시,경상남도 진주시,110
경기도 화성시,경상남도 창녕군,21
경기도 화성시,경상남도 창원시,246
경기도 화성시,경상남도 통영시,28
경기도 화성시,경상남도 하동군,17
경기도 화성시,경상남도 함안군,13
경기도 화성시,경상남도 함양군,8
경기도 화성시,경상남도 합천군,8
경기도 화성시,경상북도 경산시,102
경기도 화성시,경상북도 경주시,105
경기도 화성시,경상북도 고령군,3
경기도 화성시,경상북도 구미시,204
경기도 화성시,경상북도 김천시,99
경기도 화성시,경상북도 문경시,40
경기도 화성시,경상북도 봉화군,18
경기도 화성시,경상북도 상주시,58
경기도 화성시,경상북도 성주군,12
경기도 화성시,경상북도 안동시,91
경기도 화성시,경상북도 영덕군,18
경기도 화성시,경상북도 영양군,5
경기도 화성시,경상북도 영주시,54
경기도 화성시,경상북도 영천시,32
경기도 화성시,경상북도 예천군,38
경기도 화성시,경상북도 울릉군,6
경기도 화성시,경상북도 울진군,35
경기도 화성시,경상북도 의성군,9
경기도 화성시,경상북도 청도군,4
경기도 화성시,경상북도 청송군,8
경기도 화성시,경상북도 칠곡군,50
경기도 화성시,경상북도 포항시,239
경기도 화성시,광주광역시,474
경기도 화성시,대구광역시,747
경기도 화성시,대전광역시,956
경기도 화성시,부산광역시,754
경기도 화성시,서울특별시,10374
경기도 화성시,세종특별자치시,483
경기도 화성시,울산광역시,369
경기도 화성시,인천광역시,3093
경기도 화성시,전라남도 강진군,25
경기도 화성시,전라남도 고흥군,31
경기도 화성시,전라남도 곡성군,12
경기도 화성시,전라남도 광양시,60
경기도 화성시,전라남도 구례군,27
경기도 화성시,전라남도 나주시,75
경기도 화성시,전라남도 담양군,23
경기도 화성시,전라남도 목포시,67
경기도 화성시,전라남도 무안군,55
경기도 화성시,전라남도 보성군,13
경기도 화성시,전라남도 순천시,100
경기도 화성시,전라남도 신안군,25
경기도 화성시,전라남도 여수시,85
경기도 화성시,전라남도 영광군,45
경기도 화성시,전라남도 영암군,37
경기도 화성시,전라남도 완도군,29
경기도 화성시,전라남도 장성군,21
경기도 화성시,전라남도 장흥군,26
경기도 화성시,전라남도 진도군,15
경기도 화성시,전라남도 함평군,17
경기도 화성시,전라남도 해남군,26
경기도 화성시,전라남도 화순군,25
경기도 화성시,전북특별자치도 고창군,39
경기도 화성시,전북특별자치도 군산시,154
경기도 화성시,전북특별자치도 김제시,50
경기도 화성시,전북특별자치도 남원시,23
경기도 화성시,전북특별자치도 무주군,17
경기도 화성시,전북특별자치도 부안군,30
경기도 화성시,전북특별자치도 순창군,14
경기도 화성시,전북특별자치도 완주군,91
경기도 화성시,전북특별자치도 익산시,171
경기도 화성시,전북특별자치도 임실군,19
경기도 화성시,전북특별자치도 장수군,10
경기도 화성시,전북특별자치도 전주시,337
경기도 화성시,전북특별자치도 정읍시,41
